candidate_id,project,repo,source_type,number,state,title,url,evidence_role,primary_deviation_symptom,primary_factor_category,primary_affected_phase,deviation_symptoms,factor_categories,affected_phases,symptom_evidence_quote,factor_evidence_quote,phase_evidence_quote,created_at,updated_at,closed_at,comment_count
github_issue::ARISE-Initiative/robosuite::124,robosuite,ARISE-Initiative/robosuite,issue,124,closed,Any difference between of v1.0 and v0.3?,https://github.com/ARISE-Initiative/robosuite/issues/124,deviation_only,success_rate_drop_or_mismatch,unknown_or_not_specified,benchmark_or_eval_setup,success_rate_drop_or_mismatch;rollout_behavior_anomaly,unknown_or_not_specified,benchmark_or_eval_setup;rollout_execution,"when I test Sawyer-Joint-Velocity-Lift-task with v1.0, it can not get similar performance to v0.3. I use the same TD3 code, will get good performance in v0.3 ... but achieve poor performance in v1.0",,when I test Sawyer-Joint-Velocity-Lift-task with v1.0,2020-11-12T12:29:31Z,2020-11-19T02:44:28Z,2020-11-14T14:43:26Z,6
github_issue::ARISE-Initiative/robosuite::756,robosuite,ARISE-Initiative/robosuite,issue,756,closed,Problem about Image dataset generation,https://github.com/ARISE-Initiative/robosuite/issues/756,deviation_only,success_rate_drop_or_mismatch,unknown_or_not_specified,rollout_execution,success_rate_drop_or_mismatch,unknown_or_not_specified,rollout_execution,Original model in state environment got 80% success rate. I generate the dataset in camera-enabled environment success rate around 20%.,,I generate the dataset in camera-enabled environment success rate around 20%.,2025-10-06T22:54:29Z,2025-12-03T18:36:17Z,2025-12-03T18:36:17Z,8
github_issue::ARISE-Initiative/robosuite::730,robosuite,ARISE-Initiative/robosuite,issue,730,open,Faulty Initialization of IKSolver in WholeBodyIK?,https://github.com/ARISE-Initiative/robosuite/issues/730,deviation_and_factor,rollout_behavior_anomaly,action_controller_interface,rollout_execution,rollout_behavior_anomaly,action_controller_interface,rollout_execution,the robot rests when given a zero vector. Since the result was not as expected,the argument should actually be input_action_action_repr and the default absolute,test that the robot rests when given a zero vector,2025-07-07T12:58:57Z,2025-10-22T05:21:37Z,,3
github_issue::ARISE-Initiative/robosuite::755,robosuite,ARISE-Initiative/robosuite,issue,755,closed,Documentation of Low-Dim Features,https://github.com/ARISE-Initiative/robosuite/issues/755,factor_only,unknown_or_not_applicable,data_dataset_format,data_loading_or_decoding,unknown_or_not_applicable,data_dataset_format,data_loading_or_decoding,,"the order of the low dimensional features seems to have changed compared to what was reported in the paper. However, the data does not support this.",,2025-10-06T12:38:16Z,2025-10-11T17:05:58Z,2025-10-11T10:21:23Z,5
github_issue::ARISE-Initiative/robosuite::652,robosuite,ARISE-Initiative/robosuite,issue,652,closed,Demo Playback for robocasa Broken,https://github.com/ARISE-Initiative/robosuite/issues/652,deviation_only,evaluation_crash_or_failure,unknown_or_not_specified,environment_reset,evaluation_crash_or_failure;reproduction_failure,unknown_or_not_specified,environment_reset,"demo playback were fine. With the recent updates, things don't work anymore.",,"reset_to(env, initial_state)",2025-03-10T21:43:12Z,2025-03-24T00:22:21Z,2025-03-24T00:22:20Z,4
github_issue::ARISE-Initiative/robosuite::569,robosuite,ARISE-Initiative/robosuite,issue,569,closed,Newer version of Python (3.12) breaks the way that offscreen rendering works,https://github.com/ARISE-Initiative/robosuite/issues/569,deviation_and_factor,evaluation_crash_or_failure,dependency_runtime_environment,rollout_execution,evaluation_crash_or_failure,dependency_runtime_environment,rollout_execution,Newer version of Python (3.12) breaks the way that offscreen rendering works,This happens when using offscreen rendering on python 3.12 because of the way that ctypes and PyOpenGL interact.,"self._reset_internal() ... render_context = MjRenderContextOffscreen(self.sim, device_id=self.render_gpu_device_id)",2024-11-20T21:19:53Z,2024-11-21T07:28:52Z,2024-11-21T07:28:52Z,1
github_issue::ARISE-Initiative/robosuite::549,robosuite,ARISE-Initiative/robosuite,issue,549,closed,IK control for Panda Robot,https://github.com/ARISE-Initiative/robosuite/issues/549,deviation_only,rollout_behavior_anomaly,unknown_or_not_specified,rollout_execution,rollout_behavior_anomaly,unknown_or_not_specified,rollout_execution,"During initialization with whole_body_ik control, the Panda robot exhibits unexpected motion despite no control commands being issued.",,python robosuite/scripts/collect_human_demonstrations.py --environment Lift --camera frontview --robots Panda --controller WHOLE_BODY_IK,2024-11-06T04:34:48Z,2024-11-06T18:15:21Z,2024-11-06T18:15:21Z,0
github_issue::ARISE-Initiative/robosuite::808,robosuite,ARISE-Initiative/robosuite,issue,808,open,[Bug Report] jaco_three_finger_gripper.xml produces extreme force_ee / torque_ee readings in the default initial state,https://github.com/ARISE-Initiative/robosuite/issues/808,factor_only,unknown_or_not_applicable,observation_sensor_preprocessing,observation_processing,unknown_or_not_applicable,observation_sensor_preprocessing,observation_processing,,"Any policy or algorithm that reads force_ee or torque_ee as part of its observation will receive astronomically large values from the very first step, potentially causing NaN propagation, unstable normalization, or silent training divergence.",as part of its observation,2026-06-03T09:00:38Z,2026-06-03T09:00:38Z,,0
github_issue::ARISE-Initiative/robosuite::366,robosuite,ARISE-Initiative/robosuite,issue,366,open,Contact detection fails in between control timesteps,https://github.com/ARISE-Initiative/robosuite/issues/366,deviation_only,evaluation_instability_or_flakiness,unknown_or_not_specified,rollout_execution,evaluation_instability_or_flakiness,unknown_or_not_specified,rollout_execution,it is not useful for evaluating whether contact has occurred.,,the contact begins and ends in between control timesteps,2022-12-08T21:07:36Z,2025-02-13T16:10:16Z,,2
github_issue::ARISE-Initiative/robosuite::342,robosuite,ARISE-Initiative/robosuite,issue,342,closed,Issues with reset() function in MujocoEnv class,https://github.com/ARISE-Initiative/robosuite/issues/342,factor_only,unknown_or_not_applicable,reset_or_initial_state,environment_reset,unknown_or_not_applicable,reset_or_initial_state,environment_reset,,"I found this is because in the reset() function, it didn't reset the self._observables attribute",I will get an error when I run env.reset(),2022-06-28T16:25:42Z,2022-08-01T19:58:23Z,2022-08-01T19:58:23Z,1
github_pr::ARISE-Initiative/robosuite::635,robosuite,ARISE-Initiative/robosuite,pr,635,open,Make robot initial pose seedable,https://github.com/ARISE-Initiative/robosuite/pull/635,deviation_and_factor,setup_sensitive_result,seed_or_randomness,environment_reset,setup_sensitive_result,seed_or_randomness,environment_reset,"Before the fix, the robot's initial states will be truly random:",Make robot initial pose seedable,the robot's initial states,2025-02-12T19:31:30Z,2025-04-25T22:45:20Z,,0
github_pr::ARISE-Initiative/robosuite::174,robosuite,ARISE-Initiative/robosuite,pr,174,closed,repair deterministic playback,https://github.com/ARISE-Initiative/robosuite/pull/174,factor_only,unknown_or_not_applicable,unknown_or_not_specified,rollout_execution,unknown_or_not_applicable,unknown_or_not_specified,rollout_execution,,enable deterministic action playback,deterministic action playback,2021-01-14T06:29:46Z,2021-01-15T00:26:18Z,2021-01-15T00:26:15Z,2
github_issue::Farama-Foundation/Metaworld::559,MetaWorld,Farama-Foundation/Metaworld,issue,559,closed,[Question] How to Adjust Camera Position in MT1 V3 Version,https://github.com/Farama-Foundation/Metaworld/issues/559,deviation_and_factor,success_rate_drop_or_mismatch,observation_sensor_preprocessing,observation_processing,success_rate_drop_or_mismatch,observation_sensor_preprocessing,observation_processing,"some RL methods fail to learn good policies in this case. However, when using method `np.flipud` results in a left-side view, I can reproduce the results reported in the RL papers.",using method `np.rot90` results in a right-side view,np.rot90(np.rot90(env.render())),2025-11-10T01:58:22Z,2026-01-20T16:15:37Z,2026-01-20T16:15:37Z,4
github_issue::Farama-Foundation/Metaworld::555,MetaWorld,Farama-Foundation/Metaworld,issue,555,closed,[Question] why does reset not use the seed argument?,https://github.com/Farama-Foundation/Metaworld/issues/555,deviation_and_factor,evaluation_instability_or_flakiness,seed_or_randomness,environment_reset,evaluation_instability_or_flakiness,seed_or_randomness,environment_reset,this actually resulted in having different variations during each eval.,"However, if you call `reset(seed=seed)` you seed numpy separately (within the environment itself) which differs from the finite set of variations created at initialization.","obs,info = env.reset(seed[i])",2025-10-14T12:10:25Z,2025-11-11T10:00:29Z,2025-11-10T15:22:05Z,4
github_issue::Farama-Foundation/Metaworld::558,MetaWorld,Farama-Foundation/Metaworld,issue,558,closed,[Question] Issue with RL Training Results in MT1,https://github.com/Farama-Foundation/Metaworld/issues/558,deviation_and_factor,success_rate_drop_or_mismatch,observation_sensor_preprocessing,observation_processing,success_rate_drop_or_mismatch,observation_sensor_preprocessing,observation_processing;rollout_execution,I found that the results in V3 seem to be worse than those in V2.,"I was using the camera position adjustment method from the V2 version, which is not applicable in V3. As a result, the observations differ between the two versions, leading to different outcomes.",,2025-10-31T09:39:16Z,2025-11-10T15:09:01Z,2025-11-10T15:09:01Z,2
github_issue::Farama-Foundation/Metaworld::393,MetaWorld,Farama-Foundation/Metaworld,issue,393,closed,Users are confused about goal conditioning,https://github.com/Farama-Foundation/Metaworld/issues/393,deviation_only,setup_sensitive_result,unknown_or_not_specified,benchmark_or_eval_setup,setup_sensitive_result,unknown_or_not_specified,benchmark_or_eval_setup,"I don't know how many inconsistent results have been published because of this confusion, but at least a few.",,,2023-03-22T01:30:34Z,2025-01-09T16:44:02Z,2025-01-09T16:44:02Z,3
github_issue::Farama-Foundation/Metaworld::461,MetaWorld,Farama-Foundation/Metaworld,issue,461,closed,`SawyerXYZEnv` is not seeded correctly,https://github.com/Farama-Foundation/Metaworld/issues/461,factor_only,reproduction_failure,seed_or_randomness,environment_reset,reproduction_failure,seed_or_randomness,environment_reset,I wrote this simple test which fails on `main`,"We should use `self.np_random` generator, which is seeded by `.seed()`, as opposed to using the unseeded `np.random` generator.",def test_seeded_env_creation_is_deterministic,2024-01-28T14:03:18Z,2024-04-03T16:28:35Z,2024-04-03T16:28:34Z,2
github_issue::Farama-Foundation/Metaworld::357,MetaWorld,Farama-Foundation/Metaworld,issue,357,closed,Reproducing Figure 11 and reporting success rate,https://github.com/Farama-Foundation/Metaworld/issues/357,deviation_only,success_rate_drop_or_mismatch,unknown_or_not_specified,benchmark_or_eval_setup,success_rate_drop_or_mismatch,unknown_or_not_specified,benchmark_or_eval_setup,my results are way worse than reported results.,,,2022-01-09T22:19:25Z,2024-01-12T14:44:14Z,2022-01-13T04:21:30Z,9
github_issue::Farama-Foundation/Metaworld::437,MetaWorld,Farama-Foundation/Metaworld,issue,437,closed,"Although seed is fixed, the randomness is still out of control.",https://github.com/Farama-Foundation/Metaworld/issues/437,deviation_and_factor,evaluation_instability_or_flakiness,seed_or_randomness,environment_reset,evaluation_instability_or_flakiness,seed_or_randomness,environment_reset,"Although seed is fixed, the randomness is still out of control.","If you're using an environment within one of the benchmarks (ie MT10, or ML1) then you need to seed the creation of the benchmark not the individual environment. When you create the benchmark use seed, ie env = metaworld.ML1(task_id, seed=seed)","obs, _ = env.reset(seed=seed)",2023-08-05T07:50:56Z,2023-08-06T05:19:45Z,2023-08-05T12:55:33Z,3
github_issue::Farama-Foundation/Metaworld::399,MetaWorld,Farama-Foundation/Metaworld,issue,399,closed,Access to RGB images,https://github.com/Farama-Foundation/Metaworld/issues/399,deviation_and_factor,evaluation_crash_or_failure,observation_sensor_preprocessing,observation_processing,evaluation_crash_or_failure,observation_sensor_preprocessing,observation_processing,"I frequently get segmentation faults when calling `env_cls()`. However, if I don't call `env_cls()`, then I get a ""max timesteps exceeded"" error.",I am still getting a seg fault on the line `state = env.sim.render(...)`. Perhaps I'm using the render function incorrectly?,"state = env.sim.render(camera_name=""corner2"", width=64, height=64)",2023-04-13T13:02:03Z,2023-06-28T01:00:47Z,2023-06-28T01:00:47Z,8
github_issue::Farama-Foundation/Metaworld::412,MetaWorld,Farama-Foundation/Metaworld,issue,412,closed,seed function cannot guarantee identical reset results in environments,https://github.com/Farama-Foundation/Metaworld/issues/412,factor_only,unknown_or_not_applicable,seed_or_randomness,environment_reset,unknown_or_not_applicable,seed_or_randomness,environment_reset,,"I noticed that two environments env1 and env2 were set with the same seed, but calling reset() on them resulted in different states.",calling reset() on them resulted in different states,2023-06-19T06:36:16Z,2023-06-27T18:55:22Z,2023-06-27T18:55:21Z,2
